1.000000000000000056e-01 6.532104592002162535e-01
1.125794537613787200e-01 6.456104268002138546e-01
1.267413340921040854e-01 6.312726988001376993e-01
1.426847016107748167e-01 6.111483072000784000e-01
1.606336576744634981e-01 5.934049524000373221e-01
1.808404943668339704e-01 5.822426692000195469e-01
2.035892407375585189e-01 5.576469528000254083e-01
2.291996551392817272e-01 5.448672420000445493e-01
2.580317197787671546e-01 5.205902136000749580e-01
2.904907006580275119e-01 5.016553248000892307e-01
3.270328440284091531e-01 4.810121232000963420e-01
3.681717894274846303e-01 4.679805544000961715e-01
4.144857894409555987e-01 4.544979340000941948e-01
4.666258376711662215e-01 4.522842968000901354e-01
5.253248191596566752e-01 4.584902040000908285e-01
5.914078118828921538e-01 4.867671956001027866e-01
6.658036841198822220e-01 5.501446072001234811e-01
7.495581507052988535e-01 6.806187752001469082e-01
8.438484716879173231e-01 1.019660076800053661e+00
9.499999999999999556e-01 2.901426323601834500e+00
