1.000000000000000056e-01 3.263604960000421329e-01
1.125794537613787200e-01 3.272850320000365021e-01
1.267413340921040854e-01 3.279980960000314361e-01
1.426847016107748167e-01 3.219007720000261474e-01
1.606336576744634981e-01 3.234445600000275811e-01
1.808404943668339704e-01 3.170703440000299800e-01
2.035892407375585189e-01 3.132928200000376640e-01
2.291996551392817272e-01 3.102583960000389052e-01
2.580317197787671546e-01 3.109729400000408317e-01
2.904907006580275119e-01 3.123334160000409976e-01
3.270328440284091531e-01 3.017921720000350527e-01
3.681717894274846303e-01 3.012558440000342452e-01
4.144857894409555987e-01 3.068885680000335014e-01
4.666258376711662215e-01 3.197265120000369887e-01
5.253248191596566752e-01 3.517531080000477761e-01
5.914078118828921538e-01 4.274174560000796874e-01
6.658036841198822220e-01 6.040564840001262370e-01
7.495581507052988535e-01 1.119962848000027211e+00
8.438484716879173231e-01 3.562925464002729026e+00
9.499999999999999556e-01 7.302304257434727219e+01
