1.000000000000000056e-01 1.351571719200058919e+00
1.125794537613787200e-01 1.283718931600585478e+00
1.267413340921040854e-01 1.219328924000708136e+00
1.426847016107748167e-01 1.141884668000596292e+00
1.606336576744634981e-01 1.071244116000348079e+00
1.808404943668339704e-01 1.007133519600142302e+00
2.035892407375585189e-01 9.465403612000363731e-01
2.291996551392817272e-01 8.830334911999835334e-01
2.580317197787671546e-01 8.350909895999953925e-01
2.904907006580275119e-01 7.758232644000342404e-01
3.270328440284091531e-01 7.309832344000811721e-01
3.681717894274846303e-01 6.823110072001132842e-01
4.144857894409555987e-01 6.387842496001323589e-01
4.666258376711662215e-01 6.074553444001342672e-01
5.253248191596566752e-01 5.868666716001352812e-01
5.914078118828921538e-01 5.713919508001280567e-01
6.658036841198822220e-01 5.744469456001316532e-01
7.495581507052988535e-01 5.992899572001370023e-01
8.438484716879173231e-01 6.609078692001455479e-01
9.499999999999999556e-01 8.846270836001028925e-01
