1.000000000000000056e-01 4.305054440000953830e-01
1.125794537613787200e-01 4.229152120000776449e-01
1.267413340921040854e-01 4.197253560000468453e-01
1.426847016107748167e-01 4.178026600000386837e-01
1.606336576744634981e-01 4.139230440000254974e-01
1.808404943668339704e-01 4.064637440000273272e-01
2.035892407375585189e-01 3.936420840000457444e-01
2.291996551392817272e-01 3.904200480000516449e-01
2.580317197787671546e-01 3.827658000000568328e-01
2.904907006580275119e-01 3.751146600000626607e-01
3.270328440284091531e-01 3.691058600000623469e-01
3.681717894274846303e-01 3.697444080000605870e-01
4.144857894409555987e-01 3.638377520000555809e-01
4.666258376711662215e-01 3.726065640000562063e-01
5.253248191596566752e-01 3.921283240000631443e-01
5.914078118828921538e-01 4.466294000000854969e-01
6.658036841198822220e-01 5.719470320001294183e-01
7.495581507052988535e-01 8.526711960001260859e-01
8.438484716879173231e-01 1.853689348000179260e+00
9.499999999999999556e-01 1.353868856787867792e+01
